Durak No,Type,Durak Günü,Longitude,Latitude,Paket Adedi,cluster_id
1037,Delivery,Mon,29.1029986,40.9801906,1,0
1038,Delivery,Mon,29.1083982,40.9776671,5,0
1039,Delivery,Mon,29.1068091,40.9772702,3,0
1040,Delivery,Mon,29.1155459,40.9713845,1,0
1041,Delivery,Mon,29.1098842,40.9622535,3,0
1042,Delivery,Mon,29.1039621,40.9715786,1,0
1043,Delivery,Mon,29.1554588,41.0023185,3,0
1044,Delivery,Mon,29.1562942,41.0024486,1,0
1045,Delivery,Mon,29.1597356,41.0083193,1,0
1046,Delivery,Mon,29.4358203,40.7991703,1,6
1047,Delivery,Mon,29.4139147,40.8399087,17,1
1048,Delivery,Mon,29.134452,40.9228363,1,7
1049,Delivery,Mon,29.1341769,40.9229498,2,7
1050,Delivery,Mon,29.4357336,40.7992716,1,6
1051,Delivery,Mon,29.4358002,40.799138,1,6
1052,Delivery,Mon,29.1892669,41.0038019,1,3
1053,Delivery,Mon,29.387693,40.8673804,53,1
1054,Pickup,Mon,29.1560578,41.0013702,26,0
1055,Pickup,Mon,29.3929217,40.9041927,58,1
1056,Pickup,Mon,29.4431538,40.7950359,91,6
1057,Delivery,Mon,29.3215503,40.9398548,2,8
1058,Delivery,Mon,29.4406416,40.839019,17,6
1059,Delivery,Mon,29.2074486,40.885052,2,2
1060,Delivery,Mon,29.3149194,40.8171624,1,9
1061,Delivery,Mon,29.3149178,40.8171651,1,9
1062,Delivery,Mon,29.1784955,41.0147094,24,3
1063,Delivery,Mon,29.2357597,41.041705,1,3
1064,Delivery,Mon,29.2390524,41.0334857,1,3
1065,Delivery,Mon,29.2270702,41.0305445,1,3
1066,Delivery,Mon,29.2284977,41.0299857,2,3
1067,Delivery,Mon,29.2574748,41.0422493,1,3
1068,Delivery,Mon,29.2345184,41.0532991,1,3
1069,Delivery,Mon,29.2729563,40.863667,1,9
1070,Delivery,Mon,29.2729587,40.8636656,1,9
1071,Delivery,Mon,29.142974,40.9275752,2,7
1072,Delivery,Mon,29.147938,40.9271829,15,7
1073,Delivery,Mon,29.0916932,41.0066783,1,0
1074,Delivery,Mon,29.0950364,40.9914443,1,0
1075,Delivery,Mon,29.0965791,41.0053436,1,0
1076,Delivery,Mon,29.0921246,40.9918398,1,0
1077,Delivery,Mon,29.0766132,41.0013852,1,0
1078,Delivery,Mon,29.096851,40.9887491,1,0
1079,Delivery,Mon,29.0800558,41.0018141,1,0
1080,Delivery,Mon,29.2549223,40.9696802,1,3
1081,Delivery,Mon,29.2550131,40.9696687,3,3
1082,Delivery,Mon,29.1061862,40.9784655,1,0
1083,Delivery,Mon,29.1029151,40.9800415,1,0
1084,Delivery,Mon,29.1030521,40.9801769,1,0
1085,Delivery,Mon,29.1029893,40.9801275,1,0
1086,Delivery,Mon,29.1066061,40.9771951,1,0
1087,Delivery,Mon,29.1067502,40.9768688,16,0
1088,Delivery,Mon,29.108917,40.9623989,1,0
1089,Delivery,Mon,29.110032,40.9624948,1,0
1090,Delivery,Mon,29.1084193,40.9627139,1,0
1091,Delivery,Mon,29.1079826,40.9671133,1,0
1092,Delivery,Mon,29.1535937,41.0098524,1,0
1093,Delivery,Mon,29.1552846,41.0207008,1,0
1094,Delivery,Mon,29.1368619,41.0252283,1,0
1095,Delivery,Mon,29.1340632,40.9232254,1,7
1096,Delivery,Mon,29.1242762,40.9261873,2,7
1097,Delivery,Mon,29.4455357,40.8667057,1,1
1098,Delivery,Mon,29.4356934,40.7992687,1,6
1099,Pickup,Mon,29.1733979,41.0318451,4,3
1100,Delivery,Mon,29.3471548,40.9205109,20,8
1101,Delivery,Mon,29.4364332,40.8330407,1,6
1102,Delivery,Mon,29.1082109,40.9969823,1,0
1103,Delivery,Mon,29.1019769,40.9936605,1,0
1104,Delivery,Mon,29.1008904,40.9975769,1,0
1105,Delivery,Mon,29.1591118,40.9810098,1,0
1106,Delivery,Mon,29.1443157,40.9869571,1,0
1107,Delivery,Mon,29.0964904,40.9992804,1,0
1108,Delivery,Mon,29.0989315,41.0000055,1,0
1109,Delivery,Mon,29.1038159,40.9946846,1,0
1110,Delivery,Mon,29.1312595,41.0080355,1,0
1111,Delivery,Mon,29.4322172,40.8009432,1,6
1112,Delivery,Mon,29.359074,40.8298895,1,1
1113,Pickup,Mon,29.0985303,40.9806811,16,0
1114,Delivery,Mon,29.4399832,40.8062283,1,6
1115,Delivery,Mon,29.2533991,40.9745893,1,3
1116,Pickup,Mon,29.1215165,41.0265731,74,0
1117,Delivery,Mon,29.1053199,40.990201,1,0
1118,Delivery,Mon,29.1019605,40.9936839,1,0
1119,Delivery,Mon,29.1079955,40.996534,1,0
1120,Delivery,Mon,29.1431932,40.987121,1,0
1121,Delivery,Mon,29.1453484,40.9854675,1,0
1122,Delivery,Mon,29.1008348,40.9990144,3,0
1123,Delivery,Mon,29.1658749,40.9182519,1,7
1124,Delivery,Mon,29.1593458,40.9216403,5,7
1125,Delivery,Mon,29.2213839,41.0234996,1,3
1126,Delivery,Mon,29.3589588,40.8387382,1,1
1127,Pickup,Mon,29.2408422,40.999962,1,3
1128,Pickup,Mon,29.3253234,40.9373351,1,8
1129,Delivery,Mon,29.3081669,40.8703866,1,9
1130,Delivery,Mon,29.1766319,40.9036889,1,7
1131,Pickup,Mon,29.4127464,40.8614564,1,1
1132,Pickup,Mon,29.1637184,40.9082319,19,7
1133,Delivery,Mon,29.5727768,40.8368873,1,5
1134,Delivery,Mon,29.5727768,40.8368873,1,5
1135,Pickup,Mon,29.165244,40.9192409,344,7
1136,Delivery,Mon,29.4152467,40.7977734,1,6
1137,Delivery,Mon,29.1633745,40.9054391,1,7
1138,Pickup,Mon,29.1541236,41.0038178,82,0
1139,Delivery,Mon,29.1056909,40.990018,1,0
1140,Delivery,Mon,29.1057472,40.9900648,1,0
1141,Delivery,Mon,29.1067008,40.9929989,1,0
1142,Delivery,Mon,29.1431954,40.9871212,1,0
1143,Delivery,Mon,29.1008202,40.9989945,1,0
1144,Delivery,Mon,29.0989341,41.0000032,1,0
1145,Delivery,Mon,29.1593534,40.9216363,2,7
1146,Delivery,Mon,29.353057,40.8306892,1,9
1147,Delivery,Mon,29.4403001,40.832067,1,6
1148,Delivery,Mon,29.435822,40.8404362,3,6
1149,Pickup,Mon,29.0808204,41.0026309,2,0
1150,Pickup,Mon,29.3253112,40.9373407,13,8
1151,Delivery,Mon,29.314955,40.8171538,1,9
1152,Pickup,Mon,29.2193625,40.8969798,1,2
1153,Pickup,Mon,29.3078967,40.826713,1,9
1154,Delivery,Mon,29.0989512,41.0000045,1,0
1155,Pickup,Mon,29.1403516,41.0004097,554,0
1156,Delivery,Mon,29.1795801,40.9091079,1,7
1157,Pickup,Mon,29.1780954,40.9965843,1,3
1158,Pickup,Mon,29.4667783,40.797066,4,6
1159,Delivery,Mon,29.3759525,40.8584439,45,1
1160,Pickup,Mon,29.2417827,41.0076691,2,3
1161,Pickup,Mon,29.3609265,40.8951316,2,1
1162,Pickup,Mon,29.3929801,40.9041963,59,1
1163,Delivery,Mon,29.1241529,41.0234263,3,0
1164,Delivery,Mon,29.1240667,41.0234842,8,0
1165,Delivery,Mon,29.1020393,40.9987611,1,0
1166,Delivery,Mon,29.1009064,40.9975413,1,0
1167,Delivery,Mon,29.1092435,40.994808,1,0
1168,Delivery,Mon,29.1516466,40.9787177,2,0
1169,Delivery,Mon,29.1792514,40.896487,1,2
1170,Delivery,Mon,29.1822511,40.8996252,2,2
1171,Delivery,Mon,29.2625068,40.9697979,1,3
1172,Delivery,Mon,29.427498,40.7972335,1,6
1173,Delivery,Mon,29.4229401,40.8327621,2,6
1174,Pickup,Mon,29.0820688,41.0055524,1,0
1175,Pickup,Mon,29.3929511,40.9041707,74,1
1176,Delivery,Mon,29.2727989,41.0414146,1,3
1177,Delivery,Mon,29.2291905,41.0281236,1,3
1178,Delivery,Mon,29.2644251,41.0350222,2,3
1179,Delivery,Mon,29.2549818,40.969656,6,3
1180,Delivery,Mon,29.2729403,40.8636723,2,9
1181,Delivery,Mon,29.272958,40.8636711,1,9
1182,Delivery,Mon,29.272952,40.8636659,14,9
1183,Pickup,Mon,29.2424605,40.9806039,3,3
1184,Delivery,Mon,29.3214846,40.9398256,2,8
1185,Delivery,Mon,29.3215187,40.9398671,9,8
1186,Delivery,Mon,29.2353675,40.8770549,1,2
1187,Delivery,Mon,29.432567,40.8497407,3,6
1188,Delivery,Mon,29.4200912,40.7885818,1,6
1189,Delivery,Mon,29.4200055,40.7885712,1,6
1190,Delivery,Mon,29.1327951,40.9783057,1,0
1191,Delivery,Mon,29.1436829,40.9769344,1,0
1192,Delivery,Mon,29.1445287,40.975689,1,0
1193,Delivery,Mon,29.291328,40.8732776,14,9
1194,Delivery,Mon,29.3252488,40.9373702,1,8
1195,Delivery,Mon,29.3253162,40.9373848,2,8
1196,Delivery,Mon,29.3345021,40.8740667,1,9
1197,Pickup,Mon,29.0757737,41.001817,14,0
1198,Delivery,Mon,29.4358124,40.79921,1,6
1199,Delivery,Mon,29.4358323,40.7992135,1,6
1200,Delivery,Mon,29.1368758,40.9846709,27,0
1201,Delivery,Mon,29.0830132,41.0037441,1,0
1202,Delivery,Mon,29.0759778,41.0017137,1,0
1203,Delivery,Mon,29.081423,40.9959637,1,0
1204,Delivery,Mon,29.0841315,40.9931487,1,0
1205,Delivery,Mon,29.1087555,40.9622298,1,0
1206,Delivery,Mon,29.1119951,40.962922,1,0
1207,Delivery,Mon,29.1066051,40.9794029,1,0
1208,Delivery,Mon,29.1205644,40.9772391,1,0
1209,Delivery,Mon,29.1126823,40.9687076,1,0
1210,Delivery,Mon,29.1067843,40.976815,2,0
1211,Delivery,Mon,29.1100082,40.9628319,1,0
1212,Delivery,Mon,29.1154652,40.9711265,9,0
1213,Delivery,Mon,29.1706633,41.0297408,1,3
1214,Delivery,Mon,29.1308442,41.022331,2,0
1215,Delivery,Mon,29.1624972,41.017652,2,0
1216,Delivery,Mon,29.2549569,40.9696837,3,3
1217,Delivery,Mon,29.1230038,40.9271831,4,7
1218,Delivery,Mon,29.1269345,40.931812,31,7
1219,Delivery,Mon,29.4358213,40.799241,1,6
1220,Delivery,Mon,29.435702,40.7992384,1,6
1221,Delivery,Mon,29.255035,40.9696882,6,3
1222,Delivery,Mon,29.4455101,40.8667161,1,1
1223,Delivery,Mon,29.4357168,40.7992458,1,6
1224,Delivery,Mon,29.4356659,40.7992677,1,6
1225,Delivery,Mon,29.2789663,40.8181598,2,9
1226,Delivery,Mon,29.4357313,40.7992806,1,6
1227,Delivery,Mon,29.1898061,40.9994717,1,3
1228,Delivery,Mon,29.1899692,40.9952705,1,3
1229,Delivery,Mon,29.3155848,40.823072,1,9
1230,Delivery,Mon,29.1646312,40.9080257,1,7
1231,Delivery,Mon,29.1254342,41.0258735,1,0
1232,Pickup,Mon,29.4668183,40.7970826,47,6
1233,Pickup,Mon,29.3150734,40.8171961,2,9
1234,Pickup,Mon,29.5744201,40.8382155,5,5
1235,Delivery,Mon,29.2613616,40.9691935,4,3
1236,Delivery,Mon,29.3000243,40.8501196,1,9
1237,Delivery,Mon,29.4109244,40.8758485,1,1
1238,Delivery,Mon,29.4404672,40.8390054,8,6
1239,Delivery,Mon,29.4433538,40.7953646,3,6
1240,Delivery,Mon,29.5237388,40.7836526,1,5
1241,Delivery,Mon,29.1207723,40.9530164,17,7
1242,Delivery,Mon,29.5271356,40.8036409,1,5
1243,Delivery,Mon,29.3238085,40.8870585,1,8
1244,Delivery,Mon,29.3150237,40.8171855,1,9
1245,Delivery,Mon,29.2312772,40.8787808,1,2
1246,Delivery,Mon,29.2888065,40.9099295,1,8
1247,Delivery,Mon,29.3035187,40.9120376,1,8
1248,Delivery,Mon,29.4406954,40.8389816,2,6
1249,Pickup,Mon,29.266862,40.9659,2,8
1250,Delivery,Mon,29.4340334,40.7970502,1,6
1251,Pickup,Mon,29.3239016,40.9376501,4,8
1252,Delivery,Mon,29.4139587,40.859658,1,1
1253,Pickup,Mon,29.3149796,40.8172437,5,9
1254,Delivery,Mon,29.0988069,40.980615,2,0
1255,Delivery,Mon,29.0988069,40.980615,1,0
1256,Delivery,Mon,29.2928622,40.8221468,1,9
1257,Delivery,Mon,29.3214756,40.9398377,2,8
1258,Delivery,Mon,29.231985,40.8796122,1,2
1259,Delivery,Mon,29.2902135,40.8570435,1,9
1260,Delivery,Mon,29.4285895,40.8502797,6,1
1261,Delivery,Mon,29.410981,40.8758135,1,1
1262,Delivery,Mon,29.1333215,40.978653,1,0
1263,Delivery,Mon,29.1514449,40.9733466,1,0
1264,Delivery,Mon,29.3006536,40.8750157,4,9
1265,Delivery,Mon,29.3253386,40.9373727,1,8
1266,Delivery,Mon,29.3252336,40.9373343,2,8
1267,Delivery,Mon,29.3251918,40.9373899,2,8
1268,Delivery,Mon,29.3642811,40.8837869,1,1
1269,Delivery,Mon,29.1627175,40.9031106,2,7
1270,Delivery,Mon,29.4355097,40.7979242,1,6
1271,Delivery,Mon,29.1068786,41.0026675,1,0
1272,Delivery,Mon,29.5727307,40.849083,1,5
1273,Pickup,Mon,29.1655693,40.9198105,275,7
1274,Pickup,Mon,29.222077,40.8977722,3,2
1275,Delivery,Mon,29.1983953,40.9120996,1,2
1276,Delivery,Mon,29.1983977,40.9121082,1,2
1277,Pickup,Mon,29.1053398,41.0099952,7,0
1278,Pickup,Mon,29.4110633,40.8760716,25,1
1279,Delivery,Mon,29.390055,40.7779181,3,6
1280,Pickup,Mon,29.427459,40.8006366,1,6
1281,Delivery,Mon,29.1543719,41.0024228,1,0
1282,Delivery,Mon,29.1469187,40.9965174,4,0
1283,Pickup,Mon,29.392051,40.8770253,29,1
1284,Delivery,Mon,29.2343397,40.9931468,2,3
1285,Delivery,Mon,29.1097659,41.0003733,1,0
1286,Pickup,Mon,29.109811,41.0238198,16,0
1287,Delivery,Mon,29.0999566,40.9989521,1,0
1288,Delivery,Mon,29.0997948,40.999516,1,0
1289,Delivery,Mon,29.1073844,40.9984457,3,0
1290,Delivery,Mon,29.1110772,40.995637,1,0
1291,Delivery,Mon,29.096455,40.9992584,1,0
1292,Delivery,Mon,29.0965281,40.999297,1,0
1293,Delivery,Mon,29.1037134,40.9913819,1,0
1294,Delivery,Mon,29.1022578,40.9985978,1,0
1295,Delivery,Mon,29.3528989,40.8306437,1,9
1296,Pickup,Mon,29.3252637,40.9373427,5,8
1297,Pickup,Mon,29.1403179,41.0004768,12,0
1298,Pickup,Mon,29.4667478,40.7971091,63,6
1299,Pickup,Mon,29.1762136,40.9991429,1,3
1300,Pickup,Mon,29.3150705,40.8172035,3,9
1301,Pickup,Mon,29.3150416,40.8171598,11,9
1302,Pickup,Mon,29.0861531,40.9891321,171,0
1303,Delivery,Mon,29.3252953,40.9373569,2,8
1304,Pickup,Mon,29.1621944,41.0207563,1,0
1305,Delivery,Mon,29.4330299,40.7981006,1,6
1306,Delivery,Mon,29.4281312,40.7967391,1,6
1307,Pickup,Mon,29.1382897,40.9305837,1,7
1308,Delivery,Mon,29.1121281,41.0003705,1,0
1309,Delivery,Mon,29.1097433,41.0003884,1,0
1310,Pickup,Mon,29.1254342,41.0258735,2,0
1311,Pickup,Mon,29.1149378,40.9661776,4,0
1312,Pickup,Mon,29.1207882,40.9940659,32,0
1313,Pickup,Mon,29.3662578,40.8898022,71,1
1314,Pickup,Mon,29.3252486,40.9373412,1,8
1315,Delivery,Mon,29.2073899,40.8845238,1,2
1316,Pickup,Mon,29.1004248,40.9842281,5,0
1317,Pickup,Mon,29.1000356,40.9989879,3,0
1318,Delivery,Mon,29.3402567,40.8682038,1,9
1319,Delivery,Mon,29.1983986,40.9120936,1,2
1320,Pickup,Mon,29.1772024,40.9970533,15,3
1321,Pickup,Mon,29.0985895,40.9805564,7,0
1322,Pickup,Mon,29.1768257,40.9967881,19,3
1323,Delivery,Mon,29.1336979,40.939087,1,7
1324,Delivery,Mon,29.166668,40.9185954,1,7
1325,Pickup,Mon,29.1510734,40.9142815,4,7
1326,Delivery,Mon,29.401093,40.8869524,1,1
1327,Pickup,Mon,29.1607175,41.0168174,1,0
1328,Delivery,Mon,29.1186368,41.0274895,1,0
1329,Delivery,Mon,29.1330862,40.9832512,1,0
1330,Delivery,Mon,29.1010233,40.9813631,1,0
1331,Delivery,Mon,29.1010587,40.98138,1,0
1332,Delivery,Mon,29.1549843,40.9124094,1,7
1333,Delivery,Mon,29.1570307,40.9125809,1,7
1334,Delivery,Mon,29.4680098,40.8069009,7,6
1335,Delivery,Mon,29.1254342,41.0258735,4,0
1336,Pickup,Mon,29.157217,41.0034688,5,0
1337,Delivery,Mon,29.3774563,40.8812448,1,1
1338,Pickup,Mon,29.1403301,41.0004063,81,0
1339,Delivery,Mon,29.4320241,40.8009601,1,6
1340,Pickup,Mon,29.4068489,40.8836884,162,1
1341,Delivery,Mon,29.266486,40.8840312,1,2
1342,Pickup,Mon,29.1789172,41.0014361,5,3
1343,Pickup,Mon,29.4235997,40.797537,2,6
1344,Delivery,Mon,29.1473781,40.999766,1,0
1345,Delivery,Mon,29.1454428,40.9981846,1,0
1346,Pickup,Mon,29.1254792,40.9955081,2,0
1347,Pickup,Mon,29.0965695,40.9993103,3,0
1348,Delivery,Mon,29.226179,40.8775932,1,2
1349,Delivery,Mon,29.2789664,40.9852919,3,8
1350,Delivery,Mon,29.3149146,40.8171733,1,9
1351,Delivery,Mon,29.2075587,40.8844399,1,2
1352,Pickup,Mon,29.117673,40.979103,3,0
1353,Delivery,Mon,29.5727768,40.8368873,1,5
1354,Pickup,Mon,29.4152064,40.8625588,1,1
1355,Pickup,Mon,29.3078831,40.8266689,1,9
1356,Pickup,Mon,29.1346593,40.9356191,16,7
1357,Pickup,Mon,29.1677907,40.9979255,34,3
1358,Delivery,Mon,29.1944738,41.0023043,33,3
1359,Pickup,Mon,29.177368,40.9970597,45,3
1360,Pickup,Mon,29.1324537,40.9493497,4,7
1361,Delivery,Mon,29.4404844,40.8390867,16,6
1362,Pickup,Mon,29.1382704,40.9305586,1,7
1363,Pickup,Mon,29.1382779,40.9305913,2,7
1364,Delivery,Mon,29.2741118,40.9665388,5,8
1365,Delivery,Mon,29.2317949,40.8773913,1,2
1366,Delivery,Mon,29.231847,40.8772522,1,2
1367,Delivery,Mon,29.4109142,40.8758309,1,1
1368,Delivery,Mon,29.4109251,40.8758368,1,1
1369,Delivery,Mon,29.410878,40.8758535,2,1
1370,Delivery,Mon,29.410918,40.875846,1,1
1371,Delivery,Mon,29.4434693,40.7953739,2,6
1372,Delivery,Mon,29.4109188,40.8758352,1,1
1373,Delivery,Mon,29.5247723,40.8007398,1,5
1374,Delivery,Mon,29.4391282,40.8377589,6,6
1375,Delivery,Mon,29.2516897,40.8955927,1,2
1376,Delivery,Mon,29.2984511,40.9128433,1,8
1377,Delivery,Mon,29.2992752,40.9181147,1,8
1378,Delivery,Mon,29.443523,40.7954171,4,6
1379,Delivery,Mon,29.4432579,40.7955137,3,6
1380,Delivery,Mon,29.3239452,40.9376825,3,8
1381,Delivery,Mon,29.4140737,40.8380141,1,6
1382,Delivery,Mon,29.2084431,40.8987664,1,2
1383,Pickup,Mon,29.1385432,40.9698223,1,0
1384,Pickup,Mon,29.1232533,41.0088227,5,0
1385,Pickup,Mon,29.2789019,40.9661635,1,8
1386,Delivery,Mon,29.3175634,40.8162516,2,9
1387,Delivery,Mon,29.1325415,40.9502501,1,7
1388,Delivery,Mon,29.1010222,40.981353,1,0
1389,Delivery,Mon,29.1009799,40.9813476,2,0
1390,Delivery,Mon,29.395992,40.7820577,4,6
1391,Delivery,Mon,29.283159,40.9080175,1,8
1392,Delivery,Mon,29.4431213,40.8072571,1,6
1393,Delivery,Mon,29.2834855,40.9517168,1,8
1394,Delivery,Mon,29.3900682,40.7778997,3,6
1395,Delivery,Mon,29.5691326,40.8593878,1,5
1396,Delivery,Mon,29.3900392,40.7779484,2,6
1397,Pickup,Mon,29.3015824,40.8565844,1,9
1398,Delivery,Mon,29.5019034,40.806543,1,5
1399,Pickup,Mon,29.1456795,40.9963216,23,0
1400,Delivery,Mon,29.4490604,40.8704155,1,1
1401,Delivery,Mon,29.1126786,40.9842886,1,0
1402,Delivery,Mon,29.265848,40.9673356,1,8
1403,Delivery,Mon,29.1894184,40.9003785,2,2
1404,Delivery,Mon,29.1991367,40.8994459,1,2
1405,Delivery,Mon,29.1874342,40.8983765,1,2
1406,Delivery,Mon,29.4099365,40.8805617,2,1
1407,Delivery,Mon,29.4098403,40.8806751,1,1
1408,Delivery,Mon,29.1382695,40.9305516,1,7
1409,Delivery,Mon,29.1382912,40.9305864,1,7
1410,Delivery,Mon,29.1190258,40.9508496,1,7
1411,Delivery,Mon,29.1022091,40.9488024,1,7
1412,Delivery,Mon,29.1156819,40.9428615,1,7
1413,Delivery,Mon,29.2550832,40.9696872,1,3
1414,Delivery,Mon,29.1183024,40.9836687,1,0
1415,Delivery,Mon,29.1714934,41.0060579,1,3
1416,Delivery,Mon,29.5353724,40.780854,1,5
1417,Delivery,Mon,29.2312633,40.8788004,1,2
1418,Pickup,Mon,29.1065453,41.0252888,3,0
1419,Pickup,Mon,29.1348126,40.9225963,2,7
1420,Delivery,Mon,29.2538661,40.8990908,1,2
1421,Delivery,Mon,29.2866996,40.9059888,1,8
1422,Delivery,Mon,29.2966803,40.9105187,1,8
1423,Delivery,Mon,29.2875521,40.914952,1,8
1424,Delivery,Mon,29.4406954,40.8389816,1,6
1425,Delivery,Mon,29.4436735,40.7954593,4,6
1426,Delivery,Mon,29.4434713,40.7955213,2,6
1427,Delivery,Mon,29.4339879,40.7970006,1,6
1428,Pickup,Mon,29.314996,40.817221,2,9
1429,Pickup,Mon,29.3150209,40.8172146,1,9
1430,Delivery,Mon,29.5482433,40.8356028,1,5
1431,Pickup,Mon,29.1521509,40.9139886,2,7
1432,Delivery,Mon,29.2100596,40.89743,1,2
1433,Delivery,Mon,29.2138852,40.8878345,1,2
1434,Delivery,Mon,29.2996849,40.8548024,1,9
1435,Delivery,Mon,29.5691352,40.8481591,1,5
1436,Delivery,Mon,29.5609304,40.8367511,1,5
1437,Delivery,Mon,29.1757908,40.9968129,1,3
1438,Pickup,Mon,29.3175462,40.8162743,3,9
1439,Pickup,Mon,29.0825086,40.995158,1,0
1440,Delivery,Mon,29.392528,40.8790123,2,1
1441,Delivery,Mon,29.4204456,40.8550852,1,1
1442,Pickup,Mon,29.1294007,41.0171123,4,0
1443,Delivery,Mon,29.1010483,40.9813781,1,0
1444,Delivery,Mon,29.1389788,40.9778135,1,0
1445,Pickup,Mon,29.1114311,40.9599664,1,0
1446,Pickup,Mon,29.4667876,40.7970859,16,6
1447,Delivery,Mon,29.5637642,40.8629863,1,5
1448,Delivery,Mon,29.411041,40.8758112,1,1
1449,Delivery,Mon,29.4108594,40.8758646,1,1
1450,Pickup,Mon,29.5196898,40.7736278,8,5
1451,Delivery,Mon,29.4137439,40.7925789,1,6
1452,Delivery,Mon,29.302528,40.8651992,1,9
1453,Delivery,Mon,29.2929113,40.864095,1,9
1454,Pickup,Mon,29.2655566,40.9673593,2,8
1455,Delivery,Mon,29.2910492,40.913467,3,8
1456,Delivery,Mon,29.3150227,40.8171864,1,9
1457,Pickup,Mon,29.134879,40.9225762,2,7
1458,Delivery,Mon,29.3248323,40.937147,7,8
1459,Delivery,Mon,29.3708674,40.8473192,6,1
1460,Pickup,Mon,29.3150306,40.8172264,1,9
1461,Delivery,Mon,29.3799869,40.8676679,1,1
1462,Delivery,Mon,29.4144557,40.8635372,1,1
1463,Delivery,Mon,29.1254342,41.0258735,1,0
1464,Delivery,Mon,29.1819066,40.9081844,1,7
1465,Delivery,Mon,29.2152837,40.891007,1,2
1466,Delivery,Mon,29.2163064,40.8950974,1,2
1467,Delivery,Mon,29.2223312,40.8980333,1,2
1468,Delivery,Mon,29.2087282,40.8917022,1,2
1469,Pickup,Mon,29.2006448,41.0069701,11,3
1470,Pickup,Mon,29.1314041,40.946689,8,7
1471,Pickup,Mon,29.3251216,40.9374816,3,8
1472,Pickup,Mon,29.1626019,41.0063323,122,0
1473,Delivery,Mon,29.2873219,40.9376642,13,8
1474,Delivery,Mon,29.4433762,40.795503,3,6
1475,Delivery,Mon,29.4433812,40.7956697,3,6
1476,Delivery,Mon,29.3150226,40.8171857,3,9
1477,Delivery,Mon,29.2657267,40.9674046,1,8
1478,Delivery,Mon,29.2668495,40.9658883,4,8
1479,Pickup,Mon,29.1796534,40.9970767,2,3
1480,Pickup,Mon,29.1351139,40.922316,1,7
1481,Pickup,Mon,29.1348606,40.9225506,4,7
1482,Delivery,Mon,29.2887803,40.9103889,1,8
1483,Delivery,Mon,29.2790887,40.9110039,3,8
1484,Pickup,Mon,29.2006394,41.0070031,1,3
1485,Pickup,Mon,29.3247224,40.9371402,1,8
1486,Delivery,Mon,29.2237694,40.8966573,1,2
1487,Delivery,Mon,29.2169073,40.8957152,1,2
1488,Pickup,Mon,29.226094,40.9910233,1,3
1489,Pickup,Mon,29.1382766,40.9305961,5,7
1490,Delivery,Mon,29.6090446,41.1726846,1,4
1491,Delivery,Mon,29.1010431,40.98137,1,0
1492,Delivery,Mon,29.1808628,40.9743188,1,3
1493,Delivery,Mon,29.1018135,40.9747087,1,0
1494,Delivery,Mon,29.108138,40.9670068,1,0
1495,Delivery,Mon,29.4389107,40.7999277,1,6
1496,Delivery,Mon,29.2917389,40.8527296,1,9
1497,Delivery,Mon,29.2918186,40.8526849,1,9
1498,Pickup,Mon,29.4316921,40.8071627,1,6
1499,Delivery,Mon,29.389964,40.7779588,2,6
1500,Pickup,Mon,29.2321774,40.8790615,1,2
1501,Delivery,Mon,29.3749644,40.8848585,1,1
1502,Delivery,Mon,29.5720995,40.8387377,2,5
1503,Delivery,Mon,29.3900812,40.777863,2,6
1504,Pickup,Mon,29.223584,41.0033274,10,3
1505,Pickup,Mon,29.3930078,40.904141,13,1
1506,Delivery,Mon,29.4392168,40.8607084,1,1
1507,Pickup,Mon,29.3789581,40.87208,15,1
1508,Delivery,Mon,29.1023378,40.9823777,1,0
1509,Delivery,Mon,29.2886535,40.8521661,1,9
1510,Delivery,Mon,29.4420199,40.8018526,1,6
1511,Delivery,Mon,29.4339085,40.8165061,1,6
1512,Pickup,Mon,29.1114563,40.9599531,1,0
1513,Pickup,Mon,29.3149766,40.8172041,5,9
1514,Delivery,Mon,29.445707,40.7997154,1,6
1515,Pickup,Mon,29.1382937,40.9305801,5,7
1516,Pickup,Mon,29.1841468,40.8989765,2,2
1517,Pickup,Mon,29.2309006,40.892759,10,2
1518,Pickup,Mon,29.1403506,41.0004797,1,0
1519,Pickup,Mon,29.191132,40.9191063,1,2
1520,Pickup,Mon,29.2834236,40.9516877,46,8
1521,Delivery,Mon,29.1540196,41.0041703,1,0
1522,Pickup,Mon,29.3217364,40.9387039,6,8
1523,Delivery,Mon,29.4223956,40.8605046,1,1
1524,Pickup,Mon,29.1382885,40.9305883,1,7
1525,Delivery,Mon,29.1174864,41.0221382,1,0
1526,Pickup,Mon,29.3174668,40.8162725,1,9
1527,Delivery,Mon,29.1330497,40.9832063,1,0
1528,Delivery,Mon,29.1031614,40.9796665,1,0
1529,Delivery,Mon,29.1194341,40.9943026,1,0
1530,Delivery,Mon,29.1017544,40.9742691,1,0
1531,Delivery,Mon,29.1108765,41.0317744,1,0
1532,Delivery,Mon,29.444367,40.8010749,1,6
1533,Pickup,Mon,29.314969,40.8171952,1,9
1534,Delivery,Mon,29.3543423,40.8895098,1,1
1535,Delivery,Mon,29.3431367,40.908132,1,8
1536,Pickup,Mon,29.2641595,40.889227,2,2
1537,Delivery,Mon,29.4354011,40.8434481,4,6
1538,Pickup,Mon,29.1635299,41.0359893,3,0
